Name,Sex,Age,Team,NOC,Year,Season,City,Sport,Event,Medal
Anastasia Nichita,F,22,Republic of Moldova,MDA,2020,Summer,Tokyo,Wrestling,Women's Freestyle 57kg,
Breanne Nicholas,F,27,Canada,CAN,2020,Summer,Tokyo,Rugby Sevens,Women,
Jane Nicholas,F,28,Cook Islands,COK,2020,Summer,Tokyo,Canoe Slalom,Women's Kayak,
Jane Nicholas,F,28,Cook Islands,COK,2020,Summer,Tokyo,Canoe Slalom,Women's Canoe,
Bubba Nickles,F,23,United States of America,USA,2020,Summer,Tokyo,Baseball/Softball,Softball,Silver
Paolo Nicolai,M,33,Italy,ITA,2020,Summer,Tokyo,Beach Volleyball,Men,
Mariana Nicolau,F,23,Brazil,BRA,2020,Summer,Tokyo,Rugby Sevens,Women,
Amanaki Nicole,M,29,New Zealand,NZL,2020,Summer,Tokyo,Rugby Sevens,Men,Silver
Rebecca Nicoli,F,21,Italy,ITA,2020,Summer,Tokyo,Boxing,Women's Light (57-60kg),
Gabriela Nicolino,F,31,Brazil,BRA,2020,Summer,Tokyo,Sailing,Mixed Multihull - Nacra 17 Foiling,
Skye Nicolson,F,25,Australia,AUS,2020,Summer,Tokyo,Boxing,Women's Feather (54-57kg),
Gianmarco Nicosia,M,23,Italy,ITA,2020,Summer,Tokyo,Water Polo,Men,
Monica Niculescu,F,33,Romania,ROU,2020,Summer,Tokyo,Tennis,Women's Doubles,
Lukasz Niedzialek,M,21,Poland,POL,2020,Summer,Tokyo,Athletics,Men's 20km Race Walk,
Anna Nielsen,F,23,Denmark,DEN,2020,Summer,Tokyo,Shooting,10m Air Rifle Women,
Anna Nielsen,F,23,Denmark,DEN,2020,Summer,Tokyo,Shooting,10m Air Rifle Mixed Team,
Sanggaard Frida Nielsen,F,22,Denmark,DEN,2020,Summer,Tokyo,Rowing,Women's Four,
Baad Marie Ida Nielsen,F,29,Denmark,DEN,2020,Summer,Tokyo,Sailing,Women's Skiff - 49er FX,
Jaime Nielsen,F,35,New Zealand,NZL,2020,Summer,Tokyo,Cycling Track,Women's Team Pursuit,
Laviai Nielsen,F,25,Great Britain,GBR,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay,
Sverri Nielsen,M,27,Denmark,DEN,2020,Summer,Tokyo,Rowing,Men's Single Sculls,
Joaquin Niemann,M,22,Chile,CHI,2020,Summer,Tokyo,Golf,Men's Individual Stroke Play,
Justus Nieschlag,M,29,Germany,GER,2020,Summer,Tokyo,Triathlon,Men's Individual,
Justus Nieschlag,M,29,Germany,GER,2020,Summer,Tokyo,Triathlon,Mixed Relay,
Cris Nievarez,M,21,Philippines,PHI,2020,Summer,Tokyo,Rowing,Men's Single Sculls,
Katarzyna Niewiadoma,F,26,Poland,POL,2020,Summer,Tokyo,Cycling Road,Women's Road Race,
Michele Niggeler,M,29,Switzerland,SUI,2020,Summer,Tokyo,Fencing,Men's Épée Individual,
Michele Niggeler,M,29,Switzerland,SUI,2020,Summer,Tokyo,Fencing,Men's Épée Team,
Hitomi Niiya,F,33,Japan,JPN,2020,Summer,Tokyo,Athletics,"Women's 10,000m",
Yuki Niizawa,F,24,Japan,JPN,2020,Summer,Tokyo,Water Polo,Women,
Thijs Nijhuis,M,28,Denmark,DEN,2020,Summer,Tokyo,Athletics,Men's Marathon,
Mohammadsamad Khahbahrami Nik,M,38,Islamic Republic of Iran,IRI,2020,Summer,Tokyo,Basketball,Men,
Toma Nikiforov,M,28,Belgium,BEL,2020,Summer,Tokyo,Judo,Men -100 kg,
Bogdan Nikishin,M,41,Ukraine,UKR,2020,Summer,Tokyo,Fencing,Men's Épée Individual,
Bogdan Nikishin,M,41,Ukraine,UKR,2020,Summer,Tokyo,Fencing,Men's Épée Team,
Olga Nikitina,F,22,ROC,ROC,2020,Summer,Tokyo,Fencing,Women's Sabre Individual,
Olga Nikitina,F,22,ROC,ROC,2020,Summer,Tokyo,Fencing,Women's Sabre Team,Gold
Aleksej Nikolic,M,26,Slovenia,SLO,2020,Summer,Tokyo,Basketball,Men,
Milica Nikolic,F,26,Serbia,SRB,2020,Summer,Tokyo,Judo,Women -48 kg,
Uros Nikolic,M,25,Serbia,SRB,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay,
Georgieva Evelina Nikolova,F,28,Bulgaria,BUL,2020,Summer,Tokyo,Wrestling,Women's Freestyle 57kg,Bronze
Ina Nikulina,F,26,Belarus,BLR,2020,Summer,Tokyo,Rowing,Lightweight Women's Double Sculls,
Christopher Nilsen,M,23,United States of America,USA,2020,Summer,Tokyo,Athletics,Men's Pole Vault,Silver
Therese Nilshagen,F,38,Sweden,SWE,2020,Summer,Tokyo,Equestrian,Dressage Team,
Therese Nilshagen,F,38,Sweden,SWE,2020,Summer,Tokyo,Equestrian,Dressage Individual,
Maja Nilsson,F,21,Sweden,SWE,2020,Summer,Tokyo,Athletics,Women's High Jump,
Stefan Nilsson,M,30,Sweden,SWE,2020,Summer,Tokyo,Shooting,Skeet Men,
Nino,M,24,Brazil,BRA,2020,Summer,Tokyo,Football,Men,Gold
Makoto Ninomiya,F,27,Japan,JPN,2020,Summer,Tokyo,Tennis,Women's Doubles,
Lisa Nippgen,F,24,Germany,GER,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay,
Nisha,F,26,India,IND,2020,Summer,Tokyo,Hockey,Women,
Reo Nishida,M,21,Japan,JPN,2020,Summer,Tokyo,Diving,Men's 10m Platform,
Yuji Nishida,M,21,Japan,JPN,2020,Summer,Tokyo,Volleyball,Men,
Emi Nishikori,F,28,Japan,JPN,2020,Summer,Tokyo,Hockey,Women,
Kei Nishikori,M,31,Japan,JPN,2020,Summer,Tokyo,Tennis,Men's Singles,
Kei Nishikori,M,31,Japan,JPN,2020,Summer,Tokyo,Tennis,Men's Doubles,
Aori Nishimura,F,20,Japan,JPN,2020,Summer,Tokyo,Skateboarding,Women's Street,
Ken Nishimura,M,25,Japan,JPN,2020,Summer,Tokyo,Karate,Men's Kumite -75kg,
Risa Nishioka,F,24,Japan,JPN,2020,Summer,Tokyo,3x3 Basketball,Women,
Yoshihito Nishioka,M,25,Japan,JPN,2020,Summer,Tokyo,Tennis,Men's Singles,
Yoshihito Nishioka,M,25,Japan,JPN,2020,Summer,Tokyo,Tennis,Men's Doubles,
Momiji Nishiya,F,13,Japan,JPN,2020,Summer,Tokyo,Skateboarding,Women's Street,Gold
Yudai Nitta,M,35,Japan,JPN,2020,Summer,Tokyo,Cycling Track,Men's Sprint,
Yudai Nitta,M,35,Japan,JPN,2020,Summer,Tokyo,Cycling Track,Men's Keirin,
Guannan Niu,F,29,People's Republic of China,CHN,2020,Summer,Tokyo,Water Polo,Women,
Folau Niua,M,36,United States of America,USA,2020,Summer,Tokyo,Rugby Sevens,Men,
Koki Niwa,M,26,Japan,JPN,2020,Summer,Tokyo,Table Tennis,Men's Singles,
Koki Niwa,M,26,Japan,JPN,2020,Summer,Tokyo,Table Tennis,Men's Team,Bronze
Daulet Niyazbekov,M,32,Kazakhstan,KAZ,2020,Summer,Tokyo,Wrestling,Men's Freestyle 65kg,
Francine Niyonsaba,F,28,Burundi,BDI,2020,Summer,Tokyo,Athletics,Women's 5000m,
Francine Niyonsaba,F,28,Burundi,BDI,2020,Summer,Tokyo,Athletics,"Women's 10,000m",
Yamila Paula Nizetich,F,32,Argentina,ARG,2020,Summer,Tokyo,Volleyball,Women,
Faye Njie,M,27,Gambia,GAM,2020,Summer,Tokyo,Judo,Men -73 kg,
Roda Njobvu,F,27,Zambia,ZAM,2020,Summer,Tokyo,Athletics,Women's 100m,
Roda Njobvu,F,27,Zambia,ZAM,2020,Summer,Tokyo,Athletics,Women's 200m,
Niels Nkounkou,M,20,France,FRA,2020,Summer,Tokyo,Football,Men,
Kaitlin Nobbs,F,23,Australia,AUS,2020,Summer,Tokyo,Hockey,Women,
Kathleen Noble,F,26,Uganda,UGA,2020,Summer,Tokyo,Rowing,Women's Single Sculls,
Meline Nocandy,F,23,France,FRA,2020,Summer,Tokyo,Handball,Women,Gold
Zofia Klepacka Noceti,F,35,Poland,POL,2020,Summer,Tokyo,Sailing,Women's Windsurfer - RS:X,
Akiyo Noguchi,F,32,Japan,JPN,2020,Summer,Tokyo,Sport Climbing,Women's Combined,Bronze
Damiella Nomenjanahary,F,24,Madagascar,MAD,2020,Summer,Tokyo,Judo,Women -63 kg,
Kana Nomura,F,31,Japan,JPN,2020,Summer,Tokyo,Hockey,Women,
Miho Nonaka,F,24,Japan,JPN,2020,Summer,Tokyo,Sport Climbing,Women's Combined,Silver
Karimah Juni Jamali Noor,F,18,Malaysia,MAS,2020,Summer,Tokyo,Sailing,Women's Two Person Dinghy - 470,
Mahmood Sha Zahi Noor,M,30,Afghanistan,AFG,2020,Summer,Tokyo,Athletics,Men's 100m,
Gilje Narve Nordas,M,22,Norway,NOR,2020,Summer,Tokyo,Athletics,Men's 5000m,
Arnaud Nordin,M,23,France,FRA,2020,Summer,Tokyo,Football,Men,
Anna Nordqvist,F,34,Sweden,SWE,2020,Summer,Tokyo,Golf,Women's Individual Stroke Play,
Alex Noren,M,39,Sweden,SWE,2020,Summer,Tokyo,Golf,Men's Individual Stroke Play,
Alexander Norgaard,M,21,Denmark,DEN,2020,Summer,Tokyo,Swimming,Men's 800m Freestyle,
Alexander Norgaard,M,21,Denmark,DEN,2020,Summer,Tokyo,Swimming,Men's 1500m Freestyle,
Daria Noritsina,F,25,ROC,ROC,2020,Summer,Tokyo,Rugby Sevens,Women,
Henrik Norlander,M,34,Sweden,SWE,2020,Summer,Tokyo,Golf,Men's Individual Stroke Play,
Michael Norman,M,23,United States of America,USA,2020,Summer,Tokyo,Athletics,Men's 400m,
Michael Norman,M,23,United States of America,USA,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay,Gold
Phil Norman,M,31,Great Britain,GBR,2020,Summer,Tokyo,Athletics,Men's 3000m Steeplechase,
Dan Norton,M,33,Great Britain,GBR,2020,Summer,Tokyo,Rugby Sevens,Men,
Stephanie Norton,F,20,"Hong Kong, China",HKG,2020,Summer,Tokyo,Sailing,Women's One Person Dinghy - Laser Radial,
Vernon Norwood,M,29,United States of America,USA,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay,Gold
Vernon Norwood,M,29,United States of America,USA,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed,Bronze
Eugenia Nosach,F,28,Argentina,ARG,2020,Summer,Tokyo,Volleyball,Women,
Sakura Noshitani,F,23,Japan,JPN,2020,Summer,Tokyo,Rhythmic Gymnastics,Group All-Around,
Yana Noskova,F,27,ROC,ROC,2020,Summer,Tokyo,Table Tennis,Women's Singles,
Dania Nour,F,17,Palestine,PLE,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,
Fethi Nourine,M,30,Algeria,ALG,2020,Summer,Tokyo,Judo,Men -73 kg,
Aniek Nouwen,F,22,Netherlands,NED,2020,Summer,Tokyo,Football,Women,
Mihaita Alexandru Novac,M,24,Romania,ROU,2020,Summer,Tokyo,Athletics,Men's Javelin Throw,
Milica Novakovic,F,33,Serbia,SRB,2020,Summer,Tokyo,Canoe Sprint,Women's Kayak Single 200m,
Milica Novakovic,F,33,Serbia,SRB,2020,Summer,Tokyo,Canoe Sprint,Women's Kayak Single 500m,
Mariia Novolodskaia,F,22,ROC,ROC,2020,Summer,Tokyo,Cycling Track,Women's Omnium,
Mariia Novolodskaia,F,22,ROC,ROC,2020,Summer,Tokyo,Cycling Track,Women's Madison,Bronze
Iryna Novozhylova,F,35,Ukraine,UKR,2020,Summer,Tokyo,Athletics,Women's Hammer Throw,
Piotr Nowakowski,M,33,Poland,POL,2020,Summer,Tokyo,Volleyball,Men,
Adam Nowicki,M,30,Poland,POL,2020,Summer,Tokyo,Athletics,Men's Marathon,
Wojciech Nowicki,M,32,Poland,POL,2020,Summer,Tokyo,Athletics,Men's Hammer Throw,Gold
Alexios Ntanatsidis,M,28,Greece,GRE,2020,Summer,Tokyo,Judo,Men -81 kg,
Brigitte Ntiamoah,F,27,France,FRA,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay,
Frank Ntilikina,M,23,France,FRA,2020,Summer,Tokyo,Basketball,Men,Silver
Anna Ntountounaki,F,25,Greece,GRE,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
Anna Ntountounaki,F,25,Greece,GRE,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay,
Stefanos Ntouskos,M,24,Greece,GRE,2020,Summer,Tokyo,Rowing,Men's Single Sculls,Gold
Antigoni Ntrismpioti,F,37,Greece,GRE,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,
Mansuet Nqobile Ntuli,M,25,South Africa,RSA,2020,Summer,Tokyo,Hockey,Men,
Katherin Segura Nuevo,F,18,Cuba,CUB,2020,Summer,Tokyo,Canoe Sprint,Women's Canoe Single 200m,
Katherin Segura Nuevo,F,18,Cuba,CUB,2020,Summer,Tokyo,Canoe Sprint,Women's Canoe Double 500m,
Leah Nugent,F,28,Jamaica,JAM,2020,Summer,Tokyo,Athletics,Women's 400m Hurdles,
Georgia Nugent-O'Leary,F,24,New Zealand,NZL,2020,Summer,Tokyo,Rowing,Women's Quadruple Sculls,
Yared Nuguse,M,22,United States of America,USA,2020,Summer,Tokyo,Athletics,Men's 1500m,
Rose-Lee Numa,F,24,Papua New Guinea,PNG,2020,Summer,Tokyo,Sailing,Women's One Person Dinghy - Laser Radial,
Teariki Numa,M,22,Papua New Guinea,PNG,2020,Summer,Tokyo,Sailing,Men's One Person Dinghy - Laser,
Lais Nunes,F,28,Brazil,BRA,2020,Summer,Tokyo,Wrestling,Women's Freestyle 62kg,
Rochele Nunes,F,32,Portugal,POR,2020,Summer,Tokyo,Judo,Women +78 kg,
Gustavo Nunez,M,33,Dominican Republic,DOM,2020,Summer,Tokyo,Baseball/Softball,Baseball,Bronze
Jonathan Nunez,M,19,Honduras,HON,2020,Summer,Tokyo,Football,Men,
Maria Laura Nunnink,F,26,Netherlands,NED,2020,Summer,Tokyo,Hockey,Women,Gold
Bekzad Nurdauletov,M,23,Kazakhstan,KAZ,2020,Summer,Tokyo,Boxing,Men's Light Heavy (75-81kg),
Sardor Nurillaev,M,26,Uzbekistan,UZB,2020,Summer,Tokyo,Judo,Men -66 kg,
Sardor Nurillaev,M,26,Uzbekistan,UZB,2020,Summer,Tokyo,Judo,Mixed Team,
Tiidrek Nurme,M,35,Estonia,EST,2020,Summer,Tokyo,Athletics,Men's Marathon,
Magomedgadji Nurov,M,28,North Macedonia,MKD,2020,Summer,Tokyo,Wrestling,Men's Freestyle 97kg,
Kia Nurse,F,25,Canada,CAN,2020,Summer,Tokyo,Basketball,Women,
Larissa Nusser,F,21,Netherlands,NED,2020,Summer,Tokyo,Handball,Women,
Sanna Nuutinen,F,30,Finland,FIN,2020,Summer,Tokyo,Golf,Women's Individual Stroke Play,
Carlotta Nwajide,F,26,Germany,GER,2020,Summer,Tokyo,Rowing,Women's Quadruple Sculls,
Ike Nwamu,M,28,Nigeria,NGR,2020,Summer,Tokyo,Basketball,Men,
Grace Nzubechi Nwokocha,F,20,Nigeria,NGR,2020,Summer,Tokyo,Athletics,Women's 100m,
Grace Nzubechi Nwokocha,F,20,Nigeria,NGR,2020,Summer,Tokyo,Athletics,Women's 200m,
Grace Nzubechi Nwokocha,F,20,Nigeria,NGR,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay,
Jordan Nwora,M,22,Nigeria,NGR,2020,Summer,Tokyo,Basketball,Men,
Elizabeth Katherine Nye,F,22,United States of America,USA,2020,Summer,Tokyo,Weightlifting,Women's 76kg,Silver
David Nyika,M,26,New Zealand,NZL,2020,Summer,Tokyo,Boxing,Men's Heavy (81-91kg),Bronze
Atonye Nyingifa,F,30,Nigeria,NGR,2020,Summer,Tokyo,Basketball,Women,
Marcus Nyman,M,30,Sweden,SWE,2020,Summer,Tokyo,Judo,Men -90 kg,
Petr Nymbursky,M,26,Czech Republic,CZE,2020,Summer,Tokyo,Shooting,50m Rifle 3 Positions Men,
Mykola Nyzhnyk,M,26,Ukraine,UKR,2020,Summer,Tokyo,Athletics,Men's Marathon,
Estelle Minko Nze,F,29,France,FRA,2020,Summer,Tokyo,Handball,Women,Gold
Eric Nzikwinkunda,M,24,Burundi,BDI,2020,Summer,Tokyo,Athletics,Men's 800m,
Mylann Anthony Obame,M,32,Gabon,GAB,2020,Summer,Tokyo,Taekwondo,Men +80kg,
Michael Obasuyi,M,21,Belgium,BEL,2020,Summer,Tokyo,Athletics,Men's 110m Hurdles,
Carla Oberholzer,F,34,South Africa,RSA,2020,Summer,Tokyo,Cycling Road,Women's Road Race,
Dallas Oberholzer,M,46,South Africa,RSA,2020,Summer,Tokyo,Skateboarding,Men's Park,
Alex Obert,M,29,United States of America,USA,2020,Summer,Tokyo,Water Polo,Men,
John Ernest Obiena,M,25,Philippines,PHI,2020,Summer,Tokyo,Athletics,Men's Pole Vault,
Hellen Obiri,F,31,Kenya,KEN,2020,Summer,Tokyo,Athletics,Women's 5000m,Silver
Hellen Obiri,F,31,Kenya,KEN,2020,Summer,Tokyo,Athletics,"Women's 10,000m",
Blessing Oborududu,F,32,Nigeria,NGR,2020,Summer,Tokyo,Wrestling,Women's Freestyle 68kg,Silver
Bendere Oboya,F,21,Australia,AUS,2020,Summer,Tokyo,Athletics,Women's 400m,
Bendere Oboya,F,21,Australia,AUS,2020,Summer,Tokyo,Athletics,Women's 4 x 400m Relay,
Anja Obradovic,F,21,Serbia,SRB,2020,Summer,Tokyo,Judo,Women -63 kg,
Paulo Obradovic,M,35,Croatia,CRO,2020,Summer,Tokyo,Water Polo,Men,
Juan Obregon,M,23,Honduras,HON,2020,Summer,Tokyo,Football,Men,
Joseph O'Brien,M,23,Australia,AUS,2020,Summer,Tokyo,Rowing,Men's Eight,
Kelland O'Brien,M,23,Australia,AUS,2020,Summer,Tokyo,Cycling Track,Men's Team Pursuit,Bronze
Kelland O'Brien,M,23,Australia,AUS,2020,Summer,Tokyo,Cycling Track,Men's Omnium,
Kelland O'Brien,M,23,Australia,AUS,2020,Summer,Tokyo,Cycling Track,Men's Madison,
Kristine O'Brien,F,29,United States of America,USA,2020,Summer,Tokyo,Rowing,Women's Eight,
Andreas Obst,M,25,Germany,GER,2020,Summer,Tokyo,Basketball,Men,
Mollie O'Callaghan,F,17,Australia,AUS,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay,Gold
Mollie O'Callaghan,F,17,Australia,AUS,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay,Bronze
Mollie O'Callaghan,F,17,Australia,AUS,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay,Gold
Hiromasa Ochiai,M,27,Japan,JPN,2020,Summer,Tokyo,Hockey,Men,
Tomoya Ochiai,M,34,Japan,JPN,2020,Summer,Tokyo,3x3 Basketball,Men,
Diana Ochieng,F,28,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Women,
Burmaa Ochirbat,F,39,Mongolia,MGL,2020,Summer,Tokyo,Wrestling,Women's Freestyle 76kg,
Jefferson Fernandez Ochoa,M,24,Colombia,COL,2020,Summer,Tokyo,Taekwondo,Men -58kg,
Guillermo Ochoa,M,36,Mexico,MEX,2020,Summer,Tokyo,Football,Men,Bronze
Ajowi Elly Ochola,M,38,Kenya,KEN,2020,Summer,Tokyo,Boxing,Men's Heavy (81-91kg),
Hannes Ocik,M,30,Germany,GER,2020,Summer,Tokyo,Rowing,Men's Eight,Silver
Clive Edward Ockenden,M,34,Australia,AUS,2020,Summer,Tokyo,Hockey,Men,Silver
Cian O'Connor,M,41,Ireland,IRL,2020,Summer,Tokyo,Equestrian,Jumping Individual,
Makoto Odakura,M,28,Japan,JPN,2020,Summer,Tokyo,Triathlon,Men's Individual,
Makoto Odakura,M,28,Japan,JPN,2020,Summer,Tokyo,Triathlon,Mixed Relay,
Billy Odhiambo,M,27,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Men,
Otieno Mark Odhiambo,M,28,Kenya,KEN,2020,Summer,Tokyo,Athletics,Men's 100m,
Elizbar Odikadze,M,32,Georgia,GEO,2020,Summer,Tokyo,Wrestling,Men's Freestyle 97kg,
Christopher O'Donnell,M,23,Ireland,IRL,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed,
Paul O'Donovan,M,27,Ireland,IRL,2020,Summer,Tokyo,Rowing,Lightweight Men's Double Sculls,Gold
Divine Oduduru,M,24,Nigeria,NGR,2020,Summer,Tokyo,Athletics,Men's 100m,
Divine Oduduru,M,24,Nigeria,NGR,2020,Summer,Tokyo,Athletics,Men's 200m,
Joseph Manu Oduro,M,25,Ghana,GHA,2020,Summer,Tokyo,Athletics,Men's 4 x 100m Relay,
Elena Oetling,F,28,Mexico,MEX,2020,Summer,Tokyo,Sailing,Women's One Person Dinghy - Laser Radial,
Petter Oeverby,M,29,Norway,NOR,2020,Summer,Tokyo,Handball,Men,
Anna O'Flanagan,F,31,Ireland,IRL,2020,Summer,Tokyo,Hockey,Women,
Faith Ogallo,F,26,Kenya,KEN,2020,Summer,Tokyo,Taekwondo,Women +67kg,
Alexander Ogando,M,21,Dominican Republic,DOM,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed,Silver
Jolanta Ogar,F,39,Poland,POL,2020,Summer,Tokyo,Sailing,Women's Two Person Dinghy - 470,Silver
Chiaka Ogbogu,F,26,United States of America,USA,2020,Summer,Tokyo,Volleyball,Women,Gold
Andrew Flynn Ogilvie,M,27,Australia,AUS,2020,Summer,Tokyo,Hockey,Men,Silver
Maja Ognjenovic,F,37,Serbia,SRB,2020,Summer,Tokyo,Volleyball,Women,Bronze
Berkay Ogretir,M,23,Turkey,TUR,2020,Summer,Tokyo,Swimming,Men's 100m Breaststroke,
Berkay Ogretir,M,23,Turkey,TUR,2020,Summer,Tokyo,Swimming,Men's 200m Breaststroke,
Nikola Ogrodnikova,F,30,Czech Republic,CZE,2020,Summer,Tokyo,Athletics,Women's Javelin Throw,
Abiola Ogunbanwo,F,17,Nigeria,NGR,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
Femi Ogunode,M,30,Qatar,QAT,2020,Summer,Tokyo,Athletics,Men's 100m,
Femi Ogunode,M,30,Qatar,QAT,2020,Summer,Tokyo,Athletics,Men's 200m,
Erica Ogwumike,F,23,Nigeria,NGR,2020,Summer,Tokyo,Basketball,Women,
Jaeil Oh,M,34,Republic of Korea,KOR,2020,Summer,Tokyo,Baseball/Softball,Baseball,
Hwan Ji Oh,M,31,Republic of Korea,KOR,2020,Summer,Tokyo,Baseball/Softball,Baseball,
Jinhyek Oh,M,39,Republic of Korea,KOR,2020,Summer,Tokyo,Archery,Men's Individual,
Jinhyek Oh,M,39,Republic of Korea,KOR,2020,Summer,Tokyo,Archery,Men's Team,Gold
Jiyoung Oh,F,33,Republic of Korea,KOR,2020,Summer,Tokyo,Volleyball,Women,
Joohan Oh,M,32,Republic of Korea,KOR,2020,Summer,Tokyo,Athletics,Men's Marathon,
Sanguk Oh,M,24,Republic of Korea,KOR,2020,Summer,Tokyo,Fencing,Men's Sabre Individual,
Sanguk Oh,M,24,Republic of Korea,KOR,2020,Summer,Tokyo,Fencing,Men's Sabre Team,Gold
Seunghwan Oh,M,39,Republic of Korea,KOR,2020,Summer,Tokyo,Baseball/Softball,Baseball,
Yeonji Oh,F,31,Republic of Korea,KOR,2020,Summer,Tokyo,Boxing,Women's Light (57-60kg),
Tom O'Halloran,M,29,Australia,AUS,2020,Summer,Tokyo,Sport Climbing,Men's Combined,
Grace O'Hanlon,F,28,New Zealand,NZL,2020,Summer,Tokyo,Hockey,Women,
Kelley O'Hara,F,33,United States of America,USA,2020,Summer,Tokyo,Football,Women,Bronze
Masaki Ohashi,M,28,Japan,JPN,2020,Summer,Tokyo,Hockey,Men,
Yui Ohashi,F,25,Japan,JPN,2020,Summer,Tokyo,Swimming,Women's 200m Individual Medley,Gold
Yui Ohashi,F,25,Japan,JPN,2020,Summer,Tokyo,Swimming,Women's 400m Individual Medley,Gold
Jenna O'Hea,F,34,Australia,AUS,2020,Summer,Tokyo,Basketball,Women,
Hiroto Ohhara,M,24,Japan,JPN,2020,Summer,Tokyo,Surfing,Men,
Michael Ohioze,M,26,Great Britain,GBR,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay,
Yudai Ohno,M,32,Japan,JPN,2020,Summer,Tokyo,Baseball/Softball,Baseball,Gold
Mana Ohyama,F,28,Japan,JPN,2020,Summer,Tokyo,Handball,Women,
Shihori Oikawa,F,32,Japan,JPN,2020,Summer,Tokyo,Hockey,Women,
Minato Oike,F,24,Japan,JPN,2020,Summer,Tokyo,Cycling BMX Freestyle,Women's Park,
Ayami Oishi,F,30,Japan,JPN,2020,Summer,Tokyo,Rowing,Lightweight Women's Double Sculls,
Chisaki Oiwa,F,19,Japan,JPN,2020,Summer,Tokyo,Rhythmic Gymnastics,Individual All-Around,
Yoshiaki Oiwa,M,45,Japan,JPN,2020,Summer,Tokyo,Equestrian,Eventing Team,
Yoshiaki Oiwa,M,45,Japan,JPN,2020,Summer,Tokyo,Equestrian,Eventing Individual,
Aleksi Ojala,M,28,Finland,FIN,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,
Jacob Ojee,M,30,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Men,
Emmanuel Ifeanyi Ojeli,M,22,Nigeria,NGR,2020,Summer,Tokyo,Athletics,4 x 400m Relay Mixed,
Keiju Okada,M,25,Japan,JPN,2020,Summer,Tokyo,Sailing,Men's Two Person Dinghy - 470,
Kumiko Okada,F,29,Japan,JPN,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,
Naoya Okada,M,30,Japan,JPN,2020,Summer,Tokyo,Shooting,10m Air Rifle Men,
Naoya Okada,M,30,Japan,JPN,2020,Summer,Tokyo,Shooting,50m Rifle 3 Positions Men,
Naoya Okada,M,30,Japan,JPN,2020,Summer,Tokyo,Shooting,10m Air Rifle Mixed Team,
Jahlil Okafor,M,25,Nigeria,NGR,2020,Summer,Tokyo,Basketball,Men,
Blessing Okagbare,F,32,Nigeria,NGR,2020,Summer,Tokyo,Athletics,Women's 100m,
Blessing Okagbare,F,32,Nigeria,NGR,2020,Summer,Tokyo,Athletics,Women's 200m,
Blessing Okagbare,F,32,Nigeria,NGR,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay,
Misugu Okamoto,F,15,Japan,JPN,2020,Summer,Tokyo,Skateboarding,Women's Park,
Keigo Okawa,M,31,Japan,JPN,2020,Summer,Tokyo,Water Polo,Men,
Mensah Quincy Sewonrets Okazawa,M,25,Japan,JPN,2020,Summer,Tokyo,Boxing,Men's Welter (63-69kg),
Janet Okello,F,29,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Women,
Seraphine Okemba,F,25,France,FRA,2020,Summer,Tokyo,Rugby Sevens,Women,Silver
Josh Okogie,M,22,Nigeria,NGR,2020,Summer,Tokyo,Basketball,Men,
Amy Okonkwo,F,24,Nigeria,NGR,2020,Summer,Tokyo,Basketball,Women,
Okong'O Nicholas Okoth,M,38,Kenya,KEN,2020,Summer,Tokyo,Boxing,Men's Feather (52-57kg),
Lawrence Okoye,M,29,Great Britain,GBR,2020,Summer,Tokyo,Athletics,Men's Discus Throw,
Monica Okoye,F,22,Japan,JPN,2020,Summer,Tokyo,Basketball,Women,Silver
Kz Okpala,M,22,Nigeria,NGR,2020,Summer,Tokyo,Basketball,Men,
Nozomi Okuhara,F,26,Japan,JPN,2020,Summer,Tokyo,Badminton,Women's Singles,
Grace Okulu,F,23,Kenya,KEN,2020,Summer,Tokyo,Rugby Sevens,Women,
