Name,Sex,Age,Team,NOC,Year,Season,City,Sport,Event,Medal
Zeina Sharaf,F,18,Egypt,EGY,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
Tatsiana Sharakova,F,37,Belarus,BLR,2020,Summer,Tokyo,Cycling Track,Women's Omnium,
Morteza Sharifi,M,22,Islamic Republic of Iran,IRI,2020,Summer,Tokyo,Volleyball,Men,
Sharif Sharifov,M,32,Azerbaijan,AZE,2020,Summer,Tokyo,Wrestling,Men's Freestyle 97kg,
Gili Sharir,F,21,Israel,ISR,2020,Summer,Tokyo,Judo,Women -63 kg,
Gili Sharir,F,21,Israel,ISR,2020,Summer,Tokyo,Judo,Mixed Team,Bronze
Nilakanta Sharma,M,26,India,IND,2020,Summer,Tokyo,Hockey,Men,Bronze
Stanislav Sharov,M,26,ROC,ROC,2020,Summer,Tokyo,3x3 Basketball,Men,Silver
Alena Sharp,F,40,Canada,CAN,2020,Summer,Tokyo,Golf,Women's Individual Stroke Play,
Thomas Lachlan Sharp,M,24,Australia,AUS,2020,Summer,Tokyo,Hockey,Men,Silver
Matthew Sharpe,M,30,Canada,CAN,2020,Summer,Tokyo,Triathlon,Men's Individual,
Matthew Sharpe,M,30,Canada,CAN,2020,Summer,Tokyo,Triathlon,Mixed Relay,
Corben Sharrah,M,29,United States of America,USA,2020,Summer,Tokyo,Cycling BMX Racing,Men,
Zholaman Sharshenbekov,M,21,Kyrgyzstan,KGZ,2020,Summer,Tokyo,Wrestling,Men's Greco-Roman 60kg,
Alexander Shatilov,M,34,Israel,ISR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Floor Exercise,
Sopo Shatirishvili,F,26,Georgia,GEO,2020,Summer,Tokyo,Athletics,Women's Shot Put,
Lasha Shavdatuashvili,M,29,Georgia,GEO,2020,Summer,Tokyo,Judo,Men -73 kg,Silver
Aleksandr Shchegolev,M,19,ROC,ROC,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay,
Yury Shcherbatsevich,M,37,Belarus,BLR,2020,Summer,Tokyo,Shooting,10m Air Rifle Men,
Yury Shcherbatsevich,M,37,Belarus,BLR,2020,Summer,Tokyo,Shooting,50m Rifle 3 Positions Men,
Yury Shcherbatsevich,M,37,Belarus,BLR,2020,Summer,Tokyo,Shooting,10m Air Rifle Mixed Team,
Maggie Shea,F,32,United States of America,USA,2020,Summer,Tokyo,Sailing,Women's Skiff - 49er FX,
Mohamed Shebib,M,32,Egypt,EGY,2020,Summer,Tokyo,Handball,Men,
Miriam Sheehan,F,16,Puerto Rico,PUR,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
Miriam Sheehan,F,16,Puerto Rico,PUR,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
Mariam Sheikhalizadehkhanghah,F,17,Azerbaijan,AZE,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
Georgiy Sheiko,M,31,Kazakhstan,KAZ,2020,Summer,Tokyo,Athletics,Men's 20km Race Walk,
Hung Wai Shek,M,29,"Hong Kong, China",HKG,2020,Summer,Tokyo,Artistic Gymnastics,Men's Vault,
Maksym Shemberev,M,27,Azerbaijan,AZE,2020,Summer,Tokyo,Swimming,Men's 400m Individual Medley,
Shuangmei Shen,F,23,People's Republic of China,CHN,2020,Summer,Tokyo,Rowing,Women's Double Sculls,
Yineng Shen,F,26,People's Republic of China,CHN,2020,Summer,Tokyo,Water Polo,Women,
Lihao Sheng,M,16,People's Republic of China,CHN,2020,Summer,Tokyo,Shooting,10m Air Rifle Men,Silver
Lihao Sheng,M,16,People's Republic of China,CHN,2020,Summer,Tokyo,Shooting,10m Air Rifle Mixed Team,
Caleb Shepherd,M,28,New Zealand,NZL,2020,Summer,Tokyo,Rowing,Women's Eight,Silver
Nikoloz Sherazadishvili,M,25,Spain,ESP,2020,Summer,Tokyo,Judo,Men -90 kg,
Kailen Sheridan,F,26,Canada,CAN,2020,Summer,Tokyo,Football,Women,Gold
Maiar Sherif,F,25,Egypt,EGY,2020,Summer,Tokyo,Tennis,Women's Singles,
Seif Sherif,M,26,Egypt,EGY,2020,Summer,Tokyo,Trampoline Gymnastics,Men,
Kristina Shermetova,F,28,Turkmenistan,TKM,2020,Summer,Tokyo,Weightlifting,Women's 55kg,
Daria Shestakova,F,25,ROC,ROC,2020,Summer,Tokyo,Rugby Sevens,Women,
Chirag Shetty,M,24,India,IND,2020,Summer,Tokyo,Badminton,Men's Doubles,
Hanna Shevchuk,F,25,Ukraine,UKR,2020,Summer,Tokyo,Athletics,Women's 20km Race Walk,
Svetlana Sheveleva,F,24,Russian Federation,RUS,2020,Summer,Tokyo,Fencing,Women's Sabre Team,
Serhii Shevtsov,M,23,Ukraine,UKR,2020,Summer,Tokyo,Swimming,Men's 100m Freestyle,
Gaofeng Shi,M,29,People's Republic of China,CHN,2020,Summer,Tokyo,Fencing,Men's Épée Team,
Mengyao Shi,F,23,People's Republic of China,CHN,2020,Summer,Tokyo,Shooting,50m Rifle 3 Positions Women,
Tingmao Shi,F,29,People's Republic of China,CHN,2020,Summer,Tokyo,Diving,Women's 3m Springboard,Gold
Tingmao Shi,F,29,People's Republic of China,CHN,2020,Summer,Tokyo,Diving,Women's Synchronised 3m Springboard,Gold
Qi Yu Shi,M,25,People's Republic of China,CHN,2020,Summer,Tokyo,Badminton,Men's Singles,
Zhiyong Shi,M,27,People's Republic of China,CHN,2020,Summer,Tokyo,Weightlifting,Men's 73kg,Gold
Yu-Jan Shiao,M,21,Chinese Taipei,TPE,2020,Summer,Tokyo,Artistic Gymnastics,Men's All-Around,
Yu-Jan Shiao,M,21,Chinese Taipei,TPE,2020,Summer,Tokyo,Artistic Gymnastics,Men's Floor Exercise,
Yu-Jan Shiao,M,21,Chinese Taipei,TPE,2020,Summer,Tokyo,Artistic Gymnastics,Men's Pommel Horse,
Yu-Jan Shiao,M,21,Chinese Taipei,TPE,2020,Summer,Tokyo,Artistic Gymnastics,Men's Rings,
Yu-Jan Shiao,M,21,Chinese Taipei,TPE,2020,Summer,Tokyo,Artistic Gymnastics,Men's Vault,
Yu-Jan Shiao,M,21,Chinese Taipei,TPE,2020,Summer,Tokyo,Artistic Gymnastics,Men's Parallel Bars,
Yu-Jan Shiao,M,21,Chinese Taipei,TPE,2020,Summer,Tokyo,Artistic Gymnastics,Men's Horizontal Bar,
Yu-Jan Shiao,M,21,Chinese Taipei,TPE,2020,Summer,Tokyo,Artistic Gymnastics,Men's Team,
Ena Shibahara,F,23,Japan,JPN,2020,Summer,Tokyo,Tennis,Women's Doubles,
Ena Shibahara,F,23,Japan,JPN,2020,Summer,Tokyo,Tennis,Mixed Doubles,
Leni Shida,F,27,Uganda,UGA,2020,Summer,Tokyo,Athletics,Women's 400m,
Nicole Shields,F,21,New Zealand,NZL,2020,Summer,Tokyo,Cycling Track,Women's Team Pursuit,
Tom Shields,M,30,United States of America,USA,2020,Summer,Tokyo,Swimming,Men's 100m Butterfly,
Tom Shields,M,30,United States of America,USA,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay,Gold
Tom Shields,M,30,United States of America,USA,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay,
Mitsuaki Shiga,M,29,Japan,JPN,2020,Summer,Tokyo,Water Polo,Men,
Takahiro Shikine,M,23,Japan,JPN,2020,Summer,Tokyo,Fencing,Men's Foil Individual,
Takahiro Shikine,M,23,Japan,JPN,2020,Summer,Tokyo,Fencing,Men's Foil Team,
Jungsub Shim,M,30,Republic of Korea,KOR,2020,Summer,Tokyo,Athletics,Men's Marathon,
Haruyo Shimamura,F,29,Japan,JPN,2020,Summer,Tokyo,Volleyball,Women,
Tomohiro Shimamura,M,37,Japan,JPN,2020,Summer,Tokyo,Fencing,Men's Sabre Individual,
Tomohiro Shimamura,M,37,Japan,JPN,2020,Summer,Tokyo,Fencing,Men's Sabre Team,
Rena Shimazu,F,30,Japan,JPN,2020,Summer,Tokyo,Modern Pentathlon,Women's Individual,
Kiyou Shimizu,F,27,Japan,JPN,2020,Summer,Tokyo,Karate,Women's Kata,Silver
Kunihiro Shimizu,M,34,Japan,JPN,2020,Summer,Tokyo,Volleyball,Men,
Mayu Shimizu,F,23,Japan,JPN,2020,Summer,Tokyo,Rugby Sevens,Women,
Risa Shimizu,F,25,Japan,JPN,2020,Summer,Tokyo,Football,Women,
Yusuke Shimizu,M,32,Japan,JPN,2020,Summer,Tokyo,Water Polo,Men,
Jeahwan Shin,M,23,Republic of Korea,KOR,2020,Summer,Tokyo,Artistic Gymnastics,Men's Vault,Gold
Jihyun Shin,F,25,Republic of Korea,KOR,2020,Summer,Tokyo,Basketball,Women,
Seungchan Shin,F,26,Republic of Korea,KOR,2020,Summer,Tokyo,Badminton,Women's Doubles,
Yubin Shin,F,17,Republic of Korea,KOR,2020,Summer,Tokyo,Table Tennis,Women's Singles,
Yubin Shin,F,17,Republic of Korea,KOR,2020,Summer,Tokyo,Table Tennis,Women's Team,
Yoshua Shing,M,28,Vanuatu,VAN,2020,Summer,Tokyo,Table Tennis,Men's Singles,
Mio Shinozaki,F,29,Japan,JPN,2020,Summer,Tokyo,3x3 Basketball,Women,
Yuzuho Shiokoshi,F,23,Japan,JPN,2020,Summer,Tokyo,Football,Women,
Sayo Shiota,F,32,Japan,JPN,2020,Summer,Tokyo,Handball,Women,
Shinri Shioura,M,29,Japan,JPN,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Freestyle Relay,
Minami Shioya,F,24,Japan,JPN,2020,Summer,Tokyo,Water Polo,Women,
Scott Rupert Shipperley,M,28,Great Britain,GBR,2020,Summer,Tokyo,Hockey,Men,
Rio Shirai,F,21,Japan,JPN,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay,
Sora Shirai,M,19,Japan,JPN,2020,Summer,Tokyo,Skateboarding,Men's Street,
Miyu Shirako,F,26,Japan,JPN,2020,Summer,Tokyo,Rugby Sevens,Women,
Katsuhiro Shiratori,M,44,Japan,JPN,2020,Summer,Tokyo,Beach Volleyball,Men,
Shoutarou Shiroyama,M,26,Japan,JPN,2020,Summer,Tokyo,Athletics,Men's Long Jump,
Alla Shishkina,F,32,ROC,ROC,2020,Summer,Tokyo,Artistic Swimming,Team,Gold
Angelina Shkatova,F,20,ROC,ROC,2020,Summer,Tokyo,Rhythmic Gymnastics,Group All-Around,Silver
Anastasiya Shkurdai,F,18,Belarus,BLR,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
Anastasiya Shkurdai,F,18,Belarus,BLR,2020,Summer,Tokyo,Swimming,Women's 100m Backstroke,
Anastasiya Shkurdai,F,18,Belarus,BLR,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
Anastasiya Shkurdai,F,18,Belarus,BLR,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay,
Anastasiya Shkurdai,F,18,Belarus,BLR,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay,
Ilya Shkurenyov,M,30,ROC,ROC,2020,Summer,Tokyo,Athletics,Men's Decathlon,
Nikita Shleikher,M,23,ROC,ROC,2020,Summer,Tokyo,Diving,Men's 3m Springboard,
Nikita Shleikher,M,23,ROC,ROC,2020,Summer,Tokyo,Diving,Men's Synchronised 3m Springboard,
Baruch Shmailov,M,26,Israel,ISR,2020,Summer,Tokyo,Judo,Men -66 kg,
Baruch Shmailov,M,26,Israel,ISR,2020,Summer,Tokyo,Judo,Mixed Team,Bronze
Daria Shmeleva,F,26,ROC,ROC,2020,Summer,Tokyo,Cycling Track,Women's Team Sprint,Bronze
Daria Shmeleva,F,26,ROC,ROC,2020,Summer,Tokyo,Cycling Track,Women's Sprint,
Daria Shmeleva,F,26,ROC,ROC,2020,Summer,Tokyo,Cycling Track,Women's Keirin,
Alexey Shmider,M,31,Kazakhstan,KAZ,2020,Summer,Tokyo,Water Polo,Men,
Erik Shoji,M,31,United States of America,USA,2020,Summer,Tokyo,Volleyball,Men,
Kawika Shoji,M,33,United States of America,USA,2020,Summer,Tokyo,Volleyball,Men,
Nilufar Shomuradova,F,22,Uzbekistan,UZB,2020,Summer,Tokyo,Rhythmic Gymnastics,Group All-Around,
Rebecca Shorten,F,27,Great Britain,GBR,2020,Summer,Tokyo,Rowing,Women's Four,
Kate Shortman,F,19,Great Britain,GBR,2020,Summer,Tokyo,Artistic Swimming,Duet,
Aliaksei Shostak,M,26,United States of America,USA,2020,Summer,Tokyo,Trampoline Gymnastics,Men,
Bethany Shriever,F,22,Great Britain,GBR,2020,Summer,Tokyo,Cycling BMX Racing,Women,Gold
Sergey Shubenkov,M,30,ROC,ROC,2020,Summer,Tokyo,Athletics,Men's 110m Hurdles,
Wael Shueb,M,33,Refugee Olympic Team,EOR,2020,Summer,Tokyo,Karate,Men's Kata,
Michael Shuey,M,27,United States of America,USA,2020,Summer,Tokyo,Athletics,Men's Javelin Throw,
Maria Shurochkina,F,26,ROC,ROC,2020,Summer,Tokyo,Artistic Swimming,Team,Gold
Maria Shuvalova,F,36,Russian Federation,RUS,2020,Summer,Tokyo,Equestrian,Dressage Team,
Maria Shuvalova,F,36,Russian Federation,RUS,2020,Summer,Tokyo,Equestrian,Dressage Individual,
Stanislav Shvedov,M,22,Kazakhstan,KAZ,2020,Summer,Tokyo,Water Polo,Men,
Yaroslava Shvedova,F,33,Kazakhstan,KAZ,2020,Summer,Tokyo,Tennis,Women's Singles,
Yaroslava Shvedova,F,33,Kazakhstan,KAZ,2020,Summer,Tokyo,Tennis,Mixed Doubles,
Ilya Shymanovich,M,27,Belarus,BLR,2020,Summer,Tokyo,Swimming,Men's 100m Breaststroke,
Ilya Shymanovich,M,27,Belarus,BLR,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay,
Ilya Shymanovich,M,27,Belarus,BLR,2020,Summer,Tokyo,Swimming,Mixed 4 x 100m Medley Relay,
Alina Shynkarenko,F,22,Ukraine,UKR,2020,Summer,Tokyo,Artistic Swimming,Team,Bronze
Sydney Siame,M,23,Zambia,ZAM,2020,Summer,Tokyo,Athletics,Men's 200m,
Esther Siamfuko,F,17,Zambia,ZAM,2020,Summer,Tokyo,Football,Women,
Alessandro Sibilio,M,22,Italy,ITA,2020,Summer,Tokyo,Athletics,Men's 400m Hurdles,
Alessandro Sibilio,M,22,Italy,ITA,2020,Summer,Tokyo,Athletics,Men's 4 x 400m Relay,
Lidiia Sichenikova,F,28,Ukraine,UKR,2020,Summer,Tokyo,Archery,Women's Individual,
Lidiia Sichenikova,F,28,Ukraine,UKR,2020,Summer,Tokyo,Archery,Women's Team,
Klaudia Siciarz,F,23,Poland,POL,2020,Summer,Tokyo,Athletics,Women's 100m Hurdles,
Bachir Azara Sid,M,25,Algeria,ALG,2020,Summer,Tokyo,Wrestling,Men's Greco-Roman 87kg,
Zaurbek Sidakov,M,25,ROC,ROC,2020,Summer,Tokyo,Wrestling,Men's Freestyle 74kg,Gold
Diya Siddique,F,17,Bangladesh,BAN,2020,Summer,Tokyo,Archery,Women's Individual,
Diya Siddique,F,17,Bangladesh,BAN,2020,Summer,Tokyo,Archery,Mixed Team,
Arnas Sidiskis,M,31,Lithuania,LTU,2020,Summer,Tokyo,Weightlifting,Men's 109kg,
Andrius Sidlauskas,M,24,Lithuania,LTU,2020,Summer,Tokyo,Swimming,Men's 100m Breaststroke,
Andrius Sidlauskas,M,24,Lithuania,LTU,2020,Summer,Tokyo,Swimming,Men's 200m Breaststroke,
Andrius Sidlauskas,M,24,Lithuania,LTU,2020,Summer,Tokyo,Swimming,Men's 4 x 100m Medley Relay,
Anzhelika Sidorova,F,30,ROC,ROC,2020,Summer,Tokyo,Athletics,Women's Pole Vault,Silver
Laura Siegemund,F,33,Germany,GER,2020,Summer,Tokyo,Tennis,Women's Singles,
Laura Siegemund,F,33,Germany,GER,2020,Summer,Tokyo,Tennis,Women's Doubles,
Laura Siegemund,F,33,Germany,GER,2020,Summer,Tokyo,Tennis,Mixed Doubles,
Maja Siegenthaler,F,28,Switzerland,SUI,2020,Summer,Tokyo,Sailing,Women's Two Person Dinghy - 470,
Lea Siegl,F,22,Austria,AUT,2020,Summer,Tokyo,Equestrian,Eventing Individual,
Kamil Sieradzki,M,19,Poland,POL,2020,Summer,Tokyo,Swimming,Men's 4 x 200m Freestyle Relay,
Arlenis Canadilla Sierra,F,28,Cuba,CUB,2020,Summer,Tokyo,Cycling Road,Women's Road Race,
Ann Megan Signal,F,31,New Zealand,NZL,2020,Summer,Tokyo,Weightlifting,Women's 76kg,
Asgeir Sigurgeirsson,M,35,Iceland,ISL,2020,Summer,Tokyo,Shooting,10m Air Pistol Men,
Gergely Siklosi,M,23,Hungary,HUN,2020,Summer,Tokyo,Fencing,Men's Épée Individual,Silver
Caba Siladi,M,30,Serbia,SRB,2020,Summer,Tokyo,Swimming,Men's 100m Breaststroke,
Megan Sileno,F,32,South Africa,RSA,2020,Summer,Tokyo,Water Polo,Women,
Volha Silkina,F,26,Belarus,BLR,2020,Summer,Tokyo,Modern Pentathlon,Women's Individual,
Aline Silva,F,34,Brazil,BRA,2020,Summer,Tokyo,Wrestling,Women's Freestyle 76kg,
Altobeli Silva,M,30,Brazil,BRA,2020,Summer,Tokyo,Athletics,Men's 3000m Steeplechase,
Beatriz Silva,F,18,Brazil,BRA,2020,Summer,Tokyo,Rhythmic Gymnastics,Group All-Around,
Bianca Silva,F,23,Brazil,BRA,2020,Summer,Tokyo,Rugby Sevens,Women,
Fernanda Macris Carneiro Silva,F,32,Brazil,BRA,2020,Summer,Tokyo,Volleyball,Women,Silver
Derick Silva,M,23,Brazil,BRA,2020,Summer,Tokyo,Athletics,Men's 4 x 100m Relay,
Emanuel Silva,M,35,Portugal,POR,2020,Summer,Tokyo,Canoe Sprint,Men's Kayak Four 500m,
Fabiana Silva,F,33,Brazil,BRA,2020,Summer,Tokyo,Badminton,Women's Singles,
Joao Silva,M,32,Portugal,POR,2020,Summer,Tokyo,Triathlon,Men's Individual,
Pedro Joao Silva,M,27,Brazil,BRA,2020,Summer,Tokyo,Handball,Men,
Felipe Ivan Morales Silva,M,25,Cuba,CUB,2020,Summer,Tokyo,Judo,Men -90 kg,
Rafael Silva,M,34,Brazil,BRA,2020,Summer,Tokyo,Judo,Men +100 kg,
Rafael Silva,M,34,Brazil,BRA,2020,Summer,Tokyo,Judo,Mixed Team,
Patricia Ana Ramos Silva,F,23,Brazil,BRA,2020,Summer,Tokyo,Beach Volleyball,Women,
Rebecca Silva,F,28,Brazil,BRA,2020,Summer,Tokyo,Beach Volleyball,Women,
Rui Silva,M,28,Portugal,POR,2020,Summer,Tokyo,Handball,Men,
Yarisley Silva,F,34,Cuba,CUB,2020,Summer,Tokyo,Athletics,Women's Pole Vault,
Maricel Evelyn Silvestro,F,22,Argentina,ARG,2020,Summer,Tokyo,Rowing,Lightweight Women's Double Sculls,
Haein Sim,F,33,Republic of Korea,KOR,2020,Summer,Tokyo,Handball,Women,
Jaeyoung Sim,F,25,Republic of Korea,KOR,2020,Summer,Tokyo,Taekwondo,Women -49kg,
Stuart Sim,M,28,Australia,AUS,2020,Summer,Tokyo,Rowing,Men's Eight,
Welson Sim,M,24,Malaysia,MAS,2020,Summer,Tokyo,Swimming,Men's 200m Freestyle,
Welson Sim,M,24,Malaysia,MAS,2020,Summer,Tokyo,Swimming,Men's 400m Freestyle,
Jiri Simanek,M,25,Czech Republic,CZE,2020,Summer,Tokyo,Rowing,Lightweight Men's Double Sculls,
Anastasia Simanovich,F,26,ROC,ROC,2020,Summer,Tokyo,Water Polo,Women,
Akani Simbine,M,27,South Africa,RSA,2020,Summer,Tokyo,Athletics,Men's 100m,
Akani Simbine,M,27,South Africa,RSA,2020,Summer,Tokyo,Athletics,Men's 4 x 100m Relay,
Felix Alphonce Simbu,M,29,United Republic of Tanzania,TAN,2020,Summer,Tokyo,Athletics,Men's Marathon,
Ana Simic,F,31,Croatia,CRO,2020,Summer,Tokyo,Athletics,Women's High Jump,
Vladut Simionescu,M,31,Romania,ROU,2020,Summer,Tokyo,Judo,Men +100 kg,
Georgia Simmerling,F,32,Canada,CAN,2020,Summer,Tokyo,Cycling Track,Women's Team Pursuit,
Magdalena Simmermacher,F,25,Argentina,ARG,2020,Summer,Tokyo,Golf,Women's Individual Stroke Play,
Joshua Simmonds,M,25,Australia,AUS,2020,Summer,Tokyo,Hockey,Men,Silver
Gilles Simon,M,36,France,FRA,2020,Summer,Tokyo,Tennis,Men's Singles,
Kyah Simon,F,30,Australia,AUS,2020,Summer,Tokyo,Football,Women,
Unai Simon,M,24,Spain,ESP,2020,Summer,Tokyo,Football,Men,Silver
Jacqueline Simoneau,F,24,Canada,CAN,2020,Summer,Tokyo,Artistic Swimming,Duet,
Jacqueline Simoneau,F,24,Canada,CAN,2020,Summer,Tokyo,Artistic Swimming,Team,
Esteban Diego Simonet,M,31,Argentina,ARG,2020,Summer,Tokyo,Handball,Men,
Ariel Pablo Simonet,M,29,Argentina,ARG,2020,Summer,Tokyo,Handball,Men,
Alejandro Sebastian Simonet,M,35,Argentina,ARG,2020,Summer,Tokyo,Handball,Men,
Cheboi Charles Simotwo,M,26,Kenya,KEN,2020,Summer,Tokyo,Athletics,Men's 1500m,
Arabella Sims,F,16,United States of America,USA,2020,Summer,Tokyo,Swimming,Women's 4 x 200m Freestyle Relay,Silver
Asimenye Simwaka,F,24,Malawi,MAW,2020,Summer,Tokyo,Athletics,Women's 100m,
Armin Sinancevic,M,24,Serbia,SRB,2020,Summer,Tokyo,Athletics,Men's Shot Put,
Christine Sinclair,F,38,Canada,CAN,2020,Summer,Tokyo,Football,Women,Gold
Bradly Sinden,M,22,Great Britain,GBR,2020,Summer,Tokyo,Taekwondo,Men -68kg,Silver
Arvind Singh,M,25,India,IND,2020,Summer,Tokyo,Rowing,Lightweight Men's Double Sculls,
Dilpreet Singh,M,21,India,IND,2020,Summer,Tokyo,Hockey,Men,Bronze
Gaurika Singh,F,18,Nepal,NEP,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
Gurjant Singh,M,26,India,IND,2020,Summer,Tokyo,Hockey,Men,Bronze
Gurpreet Singh,M,37,India,IND,2020,Summer,Tokyo,Athletics,Men's 50km Race Walk,
Hardik Singh,M,22,India,IND,2020,Summer,Tokyo,Hockey,Men,Bronze
Harmanpreet Singh,M,25,India,IND,2020,Summer,Tokyo,Hockey,Men,Bronze
Luther Singh,M,24,South Africa,RSA,2020,Summer,Tokyo,Football,Men,
Mandeep Singh,M,26,India,IND,2020,Summer,Tokyo,Hockey,Men,Bronze
Manpreet Singh,M,29,India,IND,2020,Summer,Tokyo,Hockey,Men,Bronze
Pal Rupinder Singh,M,30,India,IND,2020,Summer,Tokyo,Hockey,Men,Bronze
Shamsher Singh,M,24,India,IND,2020,Summer,Tokyo,Hockey,Men,Bronze
Shivpal Singh,M,26,India,IND,2020,Summer,Tokyo,Athletics,Men's Javelin Throw,
Simranjeet Singh,M,24,India,IND,2020,Summer,Tokyo,Hockey,Men,Bronze
Wilfried Singo,M,20,Côte d'Ivoire,CIV,2020,Summer,Tokyo,Football,Men,
Katerina Siniakova,F,25,Czech Republic,CZE,2020,Summer,Tokyo,Tennis,Women's Doubles,Gold
Martin Sinkovic,M,31,Croatia,CRO,2020,Summer,Tokyo,Rowing,Men's Pair,Gold
Valent Sinkovic,M,33,Croatia,CRO,2020,Summer,Tokyo,Rowing,Men's Pair,Gold
Andrei Sintean,M,22,Romania,ROU,2020,Summer,Tokyo,Football,Men,
Anton Sintsov,M,36,ROC,ROC,2020,Summer,Tokyo,Cycling Mountain Bike,Men's Cross-country,
Irene Siragusa,F,28,Italy,ITA,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay,
Sergey Sirant,M,27,ROC,ROC,2020,Summer,Tokyo,Badminton,Men's Singles,
Jakub Sirina,M,33,Czech Republic,CZE,2020,Summer,Tokyo,Basketball,Men,
Pavel Sirucek,M,28,Czech Republic,CZE,2020,Summer,Tokyo,Table Tennis,Men's Singles,
Evaldas Siskevicius,M,32,Lithuania,LTU,2020,Summer,Tokyo,Cycling Road,Men's Road Race,
Fode Sissoko,M,24,Mali,MLI,2020,Summer,Tokyo,Athletics,Men's 200m,
Emily Sisson,F,29,United States of America,USA,2020,Summer,Tokyo,Athletics,"Women's 10,000m",
Soukphaxay Sithisane,M,25,Lao People's Democratic Republic,LAO,2020,Summer,Tokyo,Judo,Men -60 kg,
Oleksandr Sitkovskiy,M,43,Ukraine,UKR,2020,Summer,Tokyo,Athletics,Men's Marathon,
Pavel Sivakov,M,24,ROC,ROC,2020,Summer,Tokyo,Cycling Road,Men's Road Race,
Christopher Six,M,35,France,FRA,2020,Summer,Tokyo,Equestrian,Eventing Team,Bronze
Christopher Six,M,35,France,FRA,2020,Summer,Tokyo,Equestrian,Eventing Individual,
Sarah Sjoestroem,F,27,Sweden,SWE,2020,Summer,Tokyo,Swimming,Women's 50m Freestyle,Silver
Sarah Sjoestroem,F,27,Sweden,SWE,2020,Summer,Tokyo,Swimming,Women's 100m Freestyle,
Sarah Sjoestroem,F,27,Sweden,SWE,2020,Summer,Tokyo,Swimming,Women's 100m Butterfly,
Sarah Sjoestroem,F,27,Sweden,SWE,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Freestyle Relay,
Sarah Sjoestroem,F,27,Sweden,SWE,2020,Summer,Tokyo,Swimming,Women's 4 x 100m Medley Relay,
Kirill Skachkov,M,34,ROC,ROC,2020,Summer,Tokyo,Table Tennis,Men's Singles,
Monika Skachova,F,21,Slovakia,SVK,2020,Summer,Tokyo,Canoe Slalom,Women's Canoe,
Jakub Skierka,M,22,Poland,POL,2020,Summer,Tokyo,Swimming,Men's 200m Backstroke,
Mykayla Skinner,F,24,United States of America,USA,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
Mykayla Skinner,F,24,United States of America,USA,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,Silver
Mykayla Skinner,F,24,United States of America,USA,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
Mykayla Skinner,F,24,United States of America,USA,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
Mykayla Skinner,F,24,United States of America,USA,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
Stine Skogrand,F,28,Norway,NOR,2020,Summer,Tokyo,Handball,Women,Bronze
Maja Skoric,F,31,Serbia,SRB,2020,Summer,Tokyo,Basketball,Women,
Antonina Skorobogatchenko,F,22,ROC,ROC,2020,Summer,Tokyo,Handball,Women,Silver
Dimitrios Skoumpakis,M,22,Greece,GRE,2020,Summer,Tokyo,Water Polo,Men,Silver
Agnieszka Skrzypulec,F,32,Poland,POL,2020,Summer,Tokyo,Sailing,Women's Two Person Dinghy - 470,Silver
Pia Skrzyszowska,F,20,Poland,POL,2020,Summer,Tokyo,Athletics,Women's 100m Hurdles,
Pia Skrzyszowska,F,20,Poland,POL,2020,Summer,Tokyo,Athletics,Women's 4 x 100m Relay,
Toms Skujins,M,30,Latvia,LAT,2020,Summer,Tokyo,Cycling Road,Men's Road Race,
Toms Skujins,M,30,Latvia,LAT,2020,Summer,Tokyo,Cycling Road,Men's Individual Time Trial,
Neal Skupski,M,31,Great Britain,GBR,2020,Summer,Tokyo,Tennis,Men's Doubles,
Viyaleta Skvartsova,F,23,Belarus,BLR,2020,Summer,Tokyo,Athletics,Women's Triple Jump,
Hanna Skydan,F,29,Azerbaijan,AZE,2020,Summer,Tokyo,Athletics,Women's Hammer Throw,
Nicole Sladkov,F,21,United States of America,USA,2020,Summer,Tokyo,Rhythmic Gymnastics,Group All-Around,
Arvin Slagter,M,35,Netherlands,NED,2020,Summer,Tokyo,3x3 Basketball,Men,
